ed	margin	winning_party
25057	40.5	Democratic
41005	40.6	Democratic
76038	40.6	Democratic
63073	40.6	Democratic
82007	40.6	Democratic
80037	40.6	Democratic
66005	40.7	Democratic
40012	40.7	Democratic
25014	40.7	Democratic
76027	40.8	Democratic
76039	40.8	Democratic
40053	40.8	Democratic
76018	40.8	Democratic
73030	40.8	Democratic
45025	40.9	Democratic
75089	40.9	Democratic
76036	41.0	Democratic
40040	41.0	Democratic
27024	41.0	Democratic
45072	41.1	Democratic
73076	41.1	Democratic
49051	41.1	Democratic
75065	41.2	Democratic
73004	41.2	Democratic
48069	41.2	Republican
73055	41.2	Democratic
73008	41.2	Democratic
46069	41.2	Republican
49046	41.3	Democratic
64036	41.4	Republican
23054	41.4	Democratic
47049	41.4	Democratic
76079	41.4	Democratic
46055	41.4	Democratic
30002	41.5	Democratic
49022	41.5	Democratic
73081	41.5	Democratic
25028	41.5	Democratic
73080	41.5	Democratic
42036	41.5	Democratic
80006	41.5	Democratic
76042	41.5	Democratic
63074	41.5	Democratic
41018	41.6	Democratic
76074	41.6	Democratic
45022	41.6	Democratic
23012	41.7	Democratic
63021	41.7	Democratic
47020	41.7	Democratic
63057	41.8	Democratic
44001	41.8	Democratic
41076	41.8	Democratic
82006	41.9	Democratic
67054	41.9	Democratic
63058	41.9	Democratic
46067	41.9	Republican
63032	41.9	Democratic
42038	42.1	Republican
49029	42.1	Democratic
46058	42.1	Democratic
76006	42.1	Democratic
49052	42.1	Democratic
73016	42.1	Democratic
76008	42.2	Democratic
82052	42.2	Democratic
41003	42.2	Democratic
73019	42.2	Democratic
76047	42.3	Democratic
73026	42.3	Democratic
73033	42.3	Democratic
63081	42.3	Democratic
80006	42.4	Democratic
27028	42.5	Democratic
76071	42.5	Democratic
64086	42.5	Republican
48049	42.6	Democratic
49041	42.6	Democratic
81030	42.7	Democratic
64078	42.7	Republican
65066	42.7	Democratic
23048	42.7	Democratic
76013	42.8	Democratic
51015	42.8	Democratic
76069	42.8	Democratic
64041	42.8	Republican
24019	42.8	Democratic
63014	42.9	Democratic
82107	42.9	Democratic
76056	42.9	Democratic
45039	42.9	Democratic
45029	43.0	Democratic
64098	43.0	Republican
80030	43.1	Democratic
49030	43.1	Democratic
64080	43.2	Republican
27036	43.2	Democratic
25027	43.2	Democratic
47036	43.3	Democratic
82064	43.3	Democratic
64088	43.3	Republican
80018	43.4	Democratic
46046	43.4	Democratic
23053	43.4	Democratic
76055	43.4	Democratic
51062	43.4	Democratic
48069	43.4	Democratic
40053	43.4	Democratic
44013	43.5	Democratic
73003	43.5	Democratic
76063	43.5	Democratic
76031	43.6	Democratic
49064	43.6	Democratic
80033	43.6	Democratic
46007	43.6	Democratic
46002	43.6	Democratic
27061	43.7	Democratic
48018	43.7	Democratic
46058	43.7	Democratic
76002	43.7	Democratic
33003	43.7	Democratic
73023	43.7	Democratic
75086	43.8	Democratic
76025	43.8	Democratic
73091	43.8	Democratic
66012	43.8	Democratic
76026	43.9	Democratic
63070	43.9	Democratic
27052	43.9	Democratic
24001	43.9	Democratic
48044	43.9	Democratic
23016	44.0	Democratic
65008	44.0	Democratic
65089	44.0	Democratic
63072	44.0	Democratic
82061	44.0	Democratic
47048	44.0	Democratic
76015	44.0	Democratic
47021	44.1	Democratic
76043	44.1	Democratic
63012	44.1	Democratic
76067	44.1	Democratic
63001	44.1	Democratic
49025	44.2	Democratic
49037	44.2	Democratic
47055	44.2	Democratic
51014	44.2	Democratic
49058	44.2	Democratic
45060	44.2	Democratic
48012	44.3	Democratic
76057	44.3	Democratic
73070	44.4	Democratic
63023	44.4	Democratic
63039	44.4	Democratic
73096	44.4	Democratic
76017	44.4	Democratic
48048	44.4	Republican
73013	44.4	Democratic
75051	44.5	Democratic
67047	44.5	Democratic
74089	44.5	Democratic
76016	44.5	Democratic
65013	44.6	Democratic
45037	44.6	Democratic
44042	44.6	Democratic
46079	44.6	Republican
27027	44.6	Democratic
48020	44.6	Democratic
48019	44.6	Democratic
65025	44.7	Democratic
76050	44.7	Democratic
41015	44.8	Democratic
76037	44.8	Democratic
23026	44.8	Democratic
25030	44.8	Democratic
42066	44.8	Republican
76053	44.8	Democratic
73037	44.9	Democratic
76021	44.9	Democratic
82009	44.9	Democratic
44005	45.0	Democratic
73050	45.1	Democratic
46056	45.1	Democratic
82063	45.1	Democratic
73085	45.2	Democratic
41006	45.2	Democratic
45066	45.2	Democratic
82011	45.2	Democratic
75090	45.2	Democratic
76045	45.2	Democratic
25023	45.3	Democratic
27062	45.3	Democratic
41062	45.3	Democratic
74088	45.3	Democratic
74087	45.3	Democratic
46031	45.4	Democratic
68011	45.4	Democratic
76048	45.4	Democratic
73001	45.4	Democratic
46070	45.4	Republican
45021	45.4	Democratic
74090	45.4	Democratic
44044	45.5	Democratic
49011	45.5	Democratic
81029	45.5	Democratic
75054	45.5	Democratic
75092	45.6	Democratic
76061	45.6	Democratic
76007	45.6	Democratic
41061	45.6	Democratic
63037	45.6	Democratic
42059	45.7	Republican
63031	45.7	Democratic
63030	45.7	Democratic
80027	45.7	Democratic
23028	45.8	Democratic
48035	45.9	Democratic
63007	45.9	Democratic
40028	45.9	Democratic
66007	46.0	Democratic
30037	46.0	Democratic
49041	46.0	Democratic
46011	46.0	Democratic
30048	46.1	Democratic
73015	46.1	Democratic
27061	46.1	Democratic
73035	46.1	Democratic
76032	46.1	Democratic
76052	46.1	Democratic
63024	46.1	Democratic
49057	46.2	Democratic
76040	46.2	Democratic
27026	46.2	Democratic
27068	46.2	Democratic
49043	46.2	Democratic
25033	46.2	Democratic
75090	46.2	Democratic
76052	46.3	Democratic
51080	46.3	Democratic
64079	46.4	Republican
49012	46.4	Democratic
73009	46.4	Democratic
49029	46.4	Democratic
82035	46.4	Democratic
51061	46.4	Democratic
73024	46.5	Democratic
45059	46.5	Democratic
76090	46.5	Democratic
49059	46.6	Democratic
67030	46.6	Democratic
49026	46.6	Democratic
80034	46.6	Democratic
23013	46.6	Democratic
45005	46.6	Democratic
48057	46.7	Democratic
40024	46.7	Democratic
82018	46.8	Democratic
27003	46.8	Democratic
76017	46.8	Democratic
23054	46.8	Democratic
49034	46.9	Democratic
76051	46.9	Democratic
82033	46.9	Democratic
76026	46.9	Democratic
68007	47.0	Democratic
76024	47.0	Democratic
76015	47.0	Democratic
64032	47.0	Republican
44030	47.1	Democratic
65064	47.1	Democratic
63069	47.1	Democratic
76079	47.1	Democratic
23036	47.1	Democratic
25013	47.1	Democratic
73031	47.1	Democratic
80028	47.2	Democratic
49006	47.2	Democratic
23061	47.2	Democratic
44011	47.2	Democratic
82063	47.2	Democratic
49024	47.2	Democratic
76053	47.3	Democratic
25068	47.3	Democratic
76059	47.4	Democratic
46073	47.5	Democratic
45033	47.5	Democratic
45063	47.5	Democratic
76064	47.5	Democratic
51059	47.6	Democratic
51016	47.6	Democratic
75076	47.6	Democratic
80018	47.7	Democratic
40045	47.7	Democratic
49008	47.8	Democratic
48050	47.8	Republican
38048	47.8	Democratic
73029	47.8	Democratic
25060	47.9	Democratic
68009	47.9	Democratic
75057	47.9	Democratic
74087	47.9	Democratic
23086	48.0	Democratic
76073	48.0	Democratic
76016	48.0	Democratic
76037	48.0	Democratic
23063	48.1	Democratic
45057	48.1	Democratic
76076	48.1	Democratic
49018	48.2	Democratic
73075	48.2	Democratic
27060	48.2	Democratic
63002	48.2	Democratic
74085	48.3	Democratic
64020	48.3	Republican
76075	48.3	Democratic
27004	48.3	Democratic
63015	48.3	Democratic
75029	48.3	Democratic
75068	48.3	Democratic
49017	48.3	Democratic
23064	48.3	Democratic
73069	48.4	Democratic
25010	48.4	Democratic
44030	48.4	Democratic
80027	48.4	Democratic
74089	48.5	Democratic
41078	48.5	Democratic
75088	48.5	Democratic
49009	48.5	Democratic
73068	48.6	Democratic
41044	48.6	Democratic
38033	48.6	Democratic
59029	48.6	Democratic
82032	48.6	Democratic
49016	48.7	Democratic
45030	48.7	Democratic
76044	48.7	Democratic
41014	48.7	Democratic
51019	48.8	Democratic
76034	48.8	Democratic
25041	48.8	Democratic
80067	48.9	Democratic
44042	48.9	Democratic
63054	48.9	Democratic
63011	48.9	Democratic
45065	49.0	Democratic
41063	49.0	Democratic
76049	49.0	Democratic
42065	49.0	Republican
72033	49.0	Democratic
76020	49.0	Democratic
81060	49.1	Democratic
66004	49.1	Democratic
49021	49.1	Democratic
25021	49.2	Democratic
64030	49.2	Republican
59031	49.2	Democratic
25063	49.2	Democratic
81060	49.2	Democratic
75033	49.2	Democratic
73057	49.2	Democratic
30039	49.2	Democratic
25001	49.2	Democratic
75033	49.3	Democratic
25064	49.3	Democratic
65015	49.3	Democratic
25016	49.3	Democratic
25002	49.4	Democratic
76071	49.4	Democratic
23084	49.4	Democratic
51015	49.4	Democratic
73090	49.5	Democratic
47028	49.5	Democratic
40020	49.5	Democratic
76038	49.5	Democratic
75094	49.5	Democratic
30055	49.6	Democratic
82053	49.6	Democratic
30031	49.6	Democratic
23065	49.6	Democratic
49023	49.6	Democratic
76032	49.6	Democratic
49049	49.7	Democratic
76081	49.7	Democratic
27067	49.7	Democratic
40039	49.8	Democratic
66086	49.8	Democratic
76062	49.8	Democratic
73009	49.8	Democratic
80007	49.8	Democratic
49004	50.0	Democratic
51060	50.0	Democratic
52106	50.0	Democratic
30028	50.0	Democratic
73030	50.0	Democratic
51025	50.0	Republican
27080	50.0	Democratic
75065	50.0	Republican
68012	50.0	Democratic
49017	50.0	Democratic
45043	50.1	Democratic
40022	50.2	Democratic
65007	50.2	Democratic
63016	50.2	Democratic
40008	50.2	Democratic
73018	50.2	Democratic
82039	50.3	Democratic
47064	50.3	Democratic
45042	50.3	Democratic
76077	50.3	Democratic
75057	50.4	Democratic
65024	50.4	Democratic
80008	50.5	Democratic
82017	50.5	Democratic
68005	50.5	Democratic
40017	50.5	Democratic
64031	50.5	Republican
64018	50.6	Republican
41079	50.6	Democratic
76078	50.6	Democratic
45038	50.6	Democratic
78041	50.6	Democratic
75095	50.6	Democratic
49047	50.6	Democratic
41011	50.6	Democratic
23062	50.6	Democratic
67045	50.6	Democratic
24021	50.6	Democratic
26001	50.7	Democratic
40031	50.7	Democratic
25026	50.7	Democratic
23015	50.7	Democratic
38010	50.7	Democratic
75056	50.7	Democratic
33004	50.8	Democratic
82036	50.8	Democratic
76012	50.8	Democratic
25024	50.9	Democratic
23085	50.9	Democratic
49038	50.9	Democratic
45012	50.9	Democratic
27029	50.9	Democratic
25008	50.9	Democratic
73019	51.0	Democratic
76011	51.0	Democratic
45002	51.0	Democratic
80068	51.0	Democratic
45048	51.0	Democratic
76074	51.0	Democratic
45061	51.0	Democratic
30053	51.0	Democratic
33010	51.0	Democratic
81026	51.1	Democratic
49035	51.1	Democratic
47027	51.1	Democratic
27029	51.2	Democratic
46001	51.2	Democratic
45013	51.2	Democratic
76070	51.3	Democratic
45051	51.3	Democratic
49037	51.3	Democratic
47050	51.3	Democratic
45003	51.3	Democratic
40027	51.3	Democratic
65063	51.4	Democratic
24006	51.4	Democratic
82017	51.4	Democratic
23061	51.4	Democratic
63053	51.4	Democratic
81028	51.4	Democratic
47037	51.4	Democratic
33012	51.4	Democratic
33015	51.4	Democratic
76010	51.4	Democratic
66081	51.4	Democratic
23027	51.5	Democratic
75101	51.5	Republican
64084	51.5	Republican
74091	51.5	Democratic
73084	51.5	Democratic
74090	51.6	Democratic
64076	51.6	Republican
51026	51.6	Democratic
49020	51.7	Democratic
73021	51.7	Democratic
49061	51.7	Democratic
76041	51.8	Democratic
27047	51.8	Democratic
67012	51.8	Democratic
41075	51.8	Democratic
80029	51.8	Democratic
38052	51.8	Democratic
38009	51.8	Democratic
33018	51.8	Democratic
48015	51.9	Democratic
44029	51.9	Democratic
63055	51.9	Democratic
25048	51.9	Democratic
41050	51.9	Democratic
81030	51.9	Democratic
66003	51.9	Democratic
75092	52.0	Democratic
24028	52.0	Democratic
82034	52.0	Democratic
73010	52.0	Democratic
80054	52.0	Democratic
76012	52.1	Democratic
49019	52.1	Democratic
67051	52.1	Democratic
49006	52.1	Democratic
64023	52.1	Republican
73025	52.1	Democratic
30036	52.2	Democratic
49040	52.2	Democratic
75058	52.2	Democratic
41084	52.2	Democratic
64091	52.2	Republican
30029	52.2	Democratic
82039	52.2	Democratic
25042	52.2	Democratic
24020	52.3	Democratic
65016	52.3	Democratic
66077	52.3	Democratic
44043	52.3	Democratic
72018	52.3	Democratic
27065	52.3	Democratic
63003	52.4	Democratic
74085	52.4	Democratic
30060	52.4	Democratic
45018	52.5	Democratic
45010	52.5	Democratic
64029	52.5	Republican
76060	52.6	Democratic
75053	52.6	Democratic
76010	52.6	Democratic
44020	52.6	Democratic
47057	52.6	Democratic
24061	52.6	Democratic
82024	52.7	Democratic
76036	52.7	Democratic
24018	52.7	Democratic
80068	52.8	Democratic
44044	52.8	Democratic
40047	52.8	Democratic
82011	52.8	Democratic
59062	52.8	Republican
73006	52.9	Democratic
25011	52.9	Democratic
25025	53.0	Democratic
76073	53.0	Democratic
49025	53.1	Democratic
51059	53.1	Democratic
25032	53.1	Democratic
81032	53.1	Democratic
75094	53.1	Democratic
76072	53.2	Democratic
49005	53.2	Democratic
59028	53.2	Democratic
40015	53.2	Democratic
49061	53.3	Democratic
27018	53.3	Democratic
49055	53.3	Democratic
76086	53.3	Democratic
84020	53.3	Democratic
65006	53.4	Democratic
73028	53.4	Democratic
50077	53.4	Democratic
76051	53.4	Democratic
38058	53.4	Democratic
44028	53.4	Democratic
73084	53.4	Democratic
76060	53.5	Democratic
24007	53.5	Democratic
80020	53.5	Democratic
66091	53.5	Democratic
24003	53.5	Democratic
45001	53.5	Democratic
41022	53.6	Democratic
82034	53.6	Democratic
50079	53.6	Democratic
66093	53.6	Democratic
45050	53.6	Democratic
80066	53.6	Democratic
64037	53.6	Republican
23017	53.6	Democratic
40029	53.6	Democratic
30042	53.7	Democratic
41005	53.7	Democratic
30040	53.7	Democratic
24041	53.7	Democratic
66071	53.8	Democratic
87045	53.8	Democratic
33013	53.8	Democratic
73083	53.8	Democratic
81027	53.8	Democratic
41082	53.8	Democratic
25009	53.8	Democratic
27034	53.8	Democratic
24022	53.8	Democratic
66094	53.8	Democratic
74055	53.8	Democratic
80051	53.9	Democratic
65088	53.9	Democratic
49030	54.0	Democratic
23065	54.0	Democratic
49021	54.1	Democratic
23057	54.1	Democratic
75098	54.1	Democratic
27064	54.1	Democratic
25015	54.1	Democratic
65026	54.2	Democratic
64085	54.2	Republican
81031	54.3	Democratic
82050	54.3	Democratic
66006	54.3	Democratic
82021	54.3	Democratic
74088	54.3	Democratic
80038	54.3	Democratic
80036	54.4	Democratic
80039	54.4	Democratic
64089	54.4	Republican
49049	54.5	Democratic
40011	54.5	Democratic
82024	54.5	Democratic
64028	54.6	Republican
49039	54.6	Democratic
49038	54.6	Democratic
38050	54.6	Democratic
80036	54.7	Democratic
74049	54.7	Democratic
41021	54.7	Democratic
68007	54.8	Democratic
71082	54.8	Democratic
80028	54.8	Democratic
67029	54.9	Democratic
27016	54.9	Democratic
75053	54.9	Democratic
82022	54.9	Democratic
27066	54.9	Democratic
61045	54.9	Democratic
51063	55.0	Democratic
76054	55.0	Democratic
24005	55.0	Democratic
75035	55.0	Democratic
47052	55.0	Democratic
25052	55.1	Democratic
45041	55.1	Democratic
24004	55.1	Democratic
64039	55.1	Republican
76088	55.1	Democratic
49024	55.1	Democratic
41073	55.2	Democratic
49027	55.2	Democratic
38055	55.2	Democratic
74091	55.3	Democratic
41020	55.3	Democratic
40052	55.3	Democratic
40032	55.4	Democratic
41015	55.4	Democratic
41085	55.4	Democratic
76001	55.5	Democratic
74050	55.5	Democratic
75060	55.6	Democratic
23035	55.6	Democratic
27019	55.6	Democratic
40048	55.6	Democratic
75068	55.6	Democratic
24002	55.7	Democratic
41004	55.7	Democratic
24017	55.8	Democratic
23036	55.8	Democratic
75052	55.8	Democratic
25049	55.8	Democratic
46070	55.9	Republican
45040	55.9	Democratic
47060	55.9	Democratic
49023	55.9	Democratic
66009	55.9	Democratic
66072	55.9	Democratic
64022	56.0	Republican
75009	56.0	Democratic
81029	56.0	Democratic
75049	56.0	Democratic
24016	56.0	Democratic
27055	56.0	Democratic
75034	56.0	Democratic
73017	56.1	Democratic
25034	56.1	Democratic
23021	56.1	Democratic
64087	56.1	Republican
51047	56.1	Democratic
75097	56.1	Democratic
76068	56.1	Democratic
64025	56.1	Republican
65091	56.2	Democratic
49008	56.2	Democratic
27063	56.2	Democratic
45020	56.2	Democratic
30050	56.2	Democratic
30041	56.2	Democratic
48011	56.3	Democratic
27064	56.3	Democratic
45047	56.4	Democratic
49009	56.4	Democratic
30043	56.4	Democratic
47068	56.5	Democratic
80039	56.5	Democratic
44029	56.5	Democratic
82037	56.5	Democratic
76082	56.6	Democratic
63017	56.6	Democratic
40021	56.6	Democratic
44006	56.6	Democratic
67023	56.6	Democratic
75088	56.6	Democratic
25017	56.7	Democratic
47044	56.7	Democratic
45004	56.7	Democratic
27033	56.7	Democratic
82025	56.7	Democratic
45011	56.7	Democratic
76089	56.7	Democratic
41090	56.8	Democratic
76027	56.8	Democratic
41070	56.8	Democratic
26012	56.8	Democratic
27020	56.8	Democratic
49007	56.8	Democratic
40025	56.9	Democratic
74070	56.9	Democratic
75056	56.9	Democratic
25012	56.9	Democratic
41036	56.9	Democratic
27044	56.9	Democratic
82021	56.9	Democratic
49022	56.9	Democratic
75034	56.9	Democratic
46011	57.0	Democratic
27062	57.0	Democratic
24045	57.0	Democratic
65068	57.0	Democratic
38057	57.0	Democratic
26018	57.0	Democratic
66058	57.0	Democratic
38026	57.0	Democratic
46047	57.0	Republican
82010	57.0	Democratic
74063	57.1	Democratic
75099	57.1	Democratic
38056	57.1	Democratic
27012	57.1	Democratic
40018	57.1	Democratic
64004	57.1	Republican
64083	57.1	Republican
49007	57.1	Democratic
63038	57.2	Democratic
60005	57.2	Democratic
73093	57.2	Democratic
82064	57.2	Democratic
25044	57.2	Democratic
45036	57.3	Democratic
49027	57.3	Democratic
76082	57.3	Democratic
82051	57.3	Democratic
80067	57.3	Democratic
73003	57.4	Democratic
64075	57.4	Republican
47031	57.4	Democratic
49012	57.5	Democratic
65086	57.5	Democratic
64016	57.6	Republican
80008	57.6	Democratic
82008	57.6	Democratic
24035	57.6	Democratic
33017	57.6	Democratic
41010	57.6	Democratic
63013	57.7	Democratic
44045	57.7	Democratic
75029	57.7	Democratic
41060	57.7	Democratic
41008	57.7	Democratic
59056	57.7	Democratic
82010	57.7	Democratic
75050	57.8	Democratic
73091	57.8	Democratic
51027	57.9	Democratic
38034	57.9	Democratic
49036	58.0	Democratic
49016	58.0	Democratic
24015	58.0	Democratic
41017	58.0	Democratic
38049	58.0	Democratic
65093	58.0	Democratic
33019	58.0	Democratic
51027	58.0	Democratic
49019	58.0	Democratic
74019	58.1	Democratic
25047	58.1	Democratic
46008	58.1	Democratic
67016	58.1	Democratic
67021	58.1	Democratic
75095	58.1	Democratic
73024	58.2	Democratic
38054	58.2	Democratic
78039	58.2	Democratic
40003	58.2	Democratic
76041	58.2	Democratic
41052	58.3	Democratic
41051	58.3	Democratic
82053	58.3	Democratic
82029	58.3	Democratic
75087	58.3	Democratic
23021	58.3	Democratic
76080	58.3	Democratic
50030	58.4	Democratic
23058	58.4	Democratic
49062	58.4	Democratic
66067	58.4	Democratic
82038	58.4	Democratic
76018	58.4	Democratic
26011	58.5	Democratic
74072	58.5	Democratic
71082	58.5	Democratic
41035	58.5	Democratic
30045	58.5	Democratic
74055	58.5	Democratic
64013	58.6	Republican
74049	58.6	Democratic
75075	58.6	Democratic
81059	58.6	Democratic
40034	58.7	Democratic
27017	58.7	Democratic
80007	58.7	Democratic
43062	58.7	Democratic
76081	58.7	Democratic
82030	58.7	Democratic
64005	58.7	Republican
66039	58.8	Democratic
66064	58.8	Democratic
84058	58.8	Democratic
81025	58.8	Democratic
50078	58.8	Democratic
25005	58.8	Democratic
49020	58.8	Democratic
41062	58.8	Democratic
68014	58.8	Democratic
80020	58.8	Democratic
38032	58.9	Democratic
43056	58.9	Democratic
40008	58.9	Democratic
41007	58.9	Democratic
76007	58.9	Democratic
82051	59.0	Democratic
68005	59.0	Democratic
41059	59.0	Democratic
47022	59.0	Democratic
66002	59.1	Democratic
51068	59.1	Democratic
46002	59.1	Democratic
66041	59.2	Democratic
75030	59.3	Democratic
80038	59.3	Democratic
49010	59.3	Democratic
24050	59.3	Democratic
68015	59.3	Democratic
47017	59.3	Democratic
73047	59.3	Democratic
59030	59.4	Democratic
41057	59.4	Democratic
30049	59.4	Democratic
74070	59.4	Democratic
50064	59.5	Democratic
